index,producer->batch_size,producer->linger_ms,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,broker->num.partitions,broker->num.replica.fetchers,consumer->fetch_wait_max_ms,consumer->fetch_min_bytes,consumer->batch_interval,topic->partitions,gc_collection_count,gc_collection_time,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_TotalTimeMs,network_request_FetchFollower_TotalTimeMs,network_request_Fetch_MessageConversionsTimeMs,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_open_fd_count,os_process_cpu_time,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_replica_fetcher_MinFetchRate,server_replica_manager_LeaderCount,server_replica_manager_PartitionCount,threading_daemon_thread_count,threading_peak_thread_count,threading_thread_count,latency_min,latency_max,latency_median,latency_mean,latency_std,latency_25th,latency_50th,latency_75th,latency_90th,latency_95th,latency_99th
547,252646,77,11,6,1687,8,8,174,247338,5,7,73227537658831.61,73009460585223.31,334.77,62.89,0.79,41.37,42.17,10.34,1.0,0.99,208.08,248013433.15,5445.38,20.66,0.43,0.51,9.5,2.0,7.0,35.0,76.0,76.0,0.42,8.22,3.61,3.56,1.44,2.4,3.61,4.73,5.41,5.76,6.4
548,94348,7,20,11,4377,7,8,960,199590,9,8,60373827605720.54,64196154489968.52,324.41,52.2,1.02,432.02,432.96,72.44,0.99,0.99,226.08,430905741.81,26450.21,216.19,0.65,0.79,55.96,3.0,8.0,39.0,86.0,86.0,0.58,11.71,5.73,5.81,2.54,3.71,5.73,7.91,9.28,9.91,10.75
549,48910,4,2,20,3111,2,9,404,96688,7,4,79884815088104.11,73364751786560.33,469.75,66.38,0.61,85.65,86.22,42.87,0.98,1.0,156.0,338321670.8,3251.4,42.87,0.43,0.58,37.53,1.0,4.0,48.0,75.0,75.0,0.9,8.61,4.89,4.84,1.8,3.39,4.89,6.33,7.17,7.64,8.11
550,48073,56,10,18,3881,4,7,472,19067,6,6,58502664657523.74,47477556097148.2,251.05,56.98,0.72,55.8,56.48,13.95,1.0,1.0,188.0,282348357.08,3271.84,27.9,0.59,0.69,12.85,2.0,6.0,46.0,81.0,81.0,0.6,7.91,4.1,4.1,1.65,2.74,4.1,5.46,6.3,6.71,7.24
551,132090,49,22,23,2535,3,6,200,226372,7,14,75213917410496.64,83195308888124.12,306.6,69.0,0.82,65.92,66.74,16.48,1.0,1.0,244.08,318689376.53,14732.36,82.33,0.6,0.71,14.61,5.0,14.0,52.0,103.0,103.0,0.38,11.68,4.92,4.93,2.11,3.24,4.92,6.59,7.72,8.29,9.37
552,210133,83,3,8,2493,9,7,609,15212,1,6,59594875250230.97,57673136833549.73,378.4,51.57,1.08,35.44,36.52,8.86,0.92,0.92,154.15,226396688.36,9.09,19.15,0.51,0.71,8.17,2.0,6.0,33.23,59.08,59.08,0.39,4.99,1.68,1.72,0.64,1.24,1.68,2.11,2.48,2.79,3.75
553,63468,83,20,8,4534,5,6,919,201050,2,8,72619615371989.88,65940251725980.34,526.27,51.25,1.57,39.56,41.13,9.89,1.0,0.99,220.0,254347527.9,5620.76,29.63,0.59,0.77,9.09,3.0,8.0,36.0,81.0,81.0,0.27,4.97,1.77,1.79,0.68,1.28,1.77,2.24,2.63,2.92,3.72
554,182266,45,23,13,1798,2,9,885,239229,2,6,61293376623729.94,69029238889193.34,297.98,61.4,1.19,69.65,70.83,17.43,1.0,0.99,227.0,327757105.3,5.87,34.86,0.59,0.72,15.87,2.0,6.0,41.0,90.0,90.0,0.28,4.89,1.73,1.76,0.66,1.25,1.73,2.2,2.57,2.82,3.62
555,131121,8,7,8,344,9,5,933,111455,1,5,76787575860299.88,64160511121684.52,439.71,68.15,1.13,225.87,226.94,56.65,0.99,0.99,174.0,392176778.62,5542.43,113.24,0.71,0.89,44.21,2.0,5.0,36.0,67.0,67.0,0.45,4.76,1.7,1.73,0.63,1.25,1.7,2.14,2.51,2.77,3.52
556,103699,64,22,5,2542,6,7,173,251091,5,4,68237103042456.13,66680505649931.29,266.73,59.97,0.63,23.34,23.97,11.67,1.0,0.99,216.0,217268255.37,0.0,11.67,0.41,0.55,10.81,1.0,4.0,33.0,80.0,80.0,0.64,6.38,3.52,3.47,1.34,2.37,3.52,4.61,5.22,5.56,5.91
557,67938,27,2,1,4751,6,1,476,84897,5,5,67771659320472.93,58375673572386.08,330.12,66.35,0.95,50.02,50.97,25.01,0.98,0.96,153.0,297487944.33,7824.63,50.02,0.69,0.78,21.58,2.0,5.0,29.0,55.0,55.0,0.56,6.79,3.49,3.45,1.36,2.34,3.49,4.57,5.22,5.58,6.09
558,47714,98,14,19,1338,3,3,421,229063,8,11,61319640793255.81,65208984050943.16,173.37,55.83,0.89,17.05,17.94,8.53,1.0,1.0,207.0,223372961.81,0.0,25.58,0.37,0.48,7.85,3.0,11.0,48.0,89.0,89.0,0.42,10.77,5.63,5.5,2.24,3.7,5.63,7.36,8.4,8.88,9.57
559,42933,6,6,5,2389,9,3,856,47564,5,5,67689759551503.11,67961979602224.99,252.14,67.68,0.82,122.88,123.69,61.52,0.99,0.99,165.0,342507278.1,9587.51,122.87,0.7,0.81,50.04,2.0,5.0,33.0,62.0,62.0,0.58,7.26,3.49,3.45,1.4,2.29,3.49,4.6,5.27,5.62,6.2
560,231894,26,21,11,1097,8,2,36,252469,7,14,76897956433255.9,74807751017190.48,322.78,70.14,0.82,117.79,118.61,29.45,1.0,0.99,241.0,347338294.04,15312.16,147.16,0.62,0.69,25.37,5.0,14.0,40.0,90.0,90.0,0.38,9.71,4.73,4.75,2.02,3.11,4.73,6.4,7.47,7.99,8.71
561,169100,88,19,8,1217,6,5,816,102018,9,3,65829126808318.32,69152960686402.53,228.47,64.32,0.88,17.1,18.02,8.55,1.0,0.99,202.0,206200053.89,0.0,8.55,0.49,0.88,7.89,1.0,3.0,36.0,78.0,78.0,1.31,10.67,5.81,5.81,2.36,3.82,5.81,7.85,8.93,9.35,10.28
562,45857,19,18,12,1607,4,5,657,36406,7,7,71224611454153.4,63019480506926.84,192.1,69.04,0.71,137.31,138.01,34.34,1.0,0.99,229.0,350524307.89,24.13,68.66,0.49,0.55,30.03,2.0,7.0,41.0,89.0,89.0,0.54,9.18,4.68,4.64,1.98,3.0,4.68,6.28,7.27,7.72,8.36
563,234905,54,19,4,348,4,8,755,15956,6,6,61133374273130.04,59937434874656.98,238.21,49.6,0.69,58.31,59.0,14.58,0.9,0.9,197.08,256774243.77,0.0,29.16,0.58,0.68,13.48,2.0,6.0,29.33,69.67,69.67,0.61,7.87,4.04,4.05,1.67,2.68,4.04,5.43,6.28,6.7,7.25
564,121089,78,3,11,4824,9,9,802,219949,8,8,69167215396856.26,62716456707607.32,262.69,55.56,0.93,63.77,64.7,10.63,0.99,0.99,170.0,266522617.69,0.0,31.88,0.61,0.88,9.2,3.0,8.0,40.0,73.0,73.0,0.58,10.33,5.41,5.38,2.24,3.55,5.41,7.24,8.35,8.86,9.56
565,252808,61,6,18,3639,1,8,761,187120,7,14,71392895410876.11,65353397702637.62,289.37,57.3,0.88,133.59,134.47,13.36,0.99,0.99,210.0,342647249.14,29139.55,66.79,0.56,0.65,11.57,5.0,14.0,46.0,82.0,82.0,0.39,11.3,4.97,4.94,2.08,3.28,4.97,6.59,7.65,8.19,9.19
566,230992,82,2,23,1121,4,6,119,203458,3,10,50343107457975.99,68315948281994.58,316.88,58.55,1.09,40.15,41.24,10.04,0.99,1.0,180.0,259973234.12,0.0,30.11,0.48,0.59,9.2,3.0,10.0,52.0,83.0,83.0,0.31,5.76,2.31,2.31,0.93,1.57,2.31,3.03,3.52,3.78,4.43
567,238072,12,17,15,528,8,2,913,54839,2,4,68037421445838.09,67055134948737.57,275.74,70.24,1.19,180.51,181.7,45.14,1.0,0.99,211.0,365670478.17,13871.59,90.25,0.9,1.09,40.53,2.0,4.0,44.0,88.0,88.0,0.35,4.59,1.66,1.68,0.64,1.19,1.66,2.11,2.45,2.72,3.5
568,239347,98,5,23,3008,7,4,412,187444,3,7,54146404796949.8,66701958409077.08,318.37,56.3,0.98,33.46,34.44,8.37,1.0,1.0,178.0,242383826.68,2.62,16.73,0.42,0.48,7.89,2.0,7.0,51.0,82.0,82.0,0.33,5.08,2.23,2.22,0.86,1.53,2.23,2.9,3.33,3.55,3.92
569,25876,30,8,13,1616,2,4,79,146857,3,5,76308871549744.31,71899875838139.73,320.74,57.03,0.65,49.65,50.31,24.83,1.0,1.0,179.08,303053181.97,2867.9,24.83,0.37,0.41,22.61,1.0,5.0,41.0,74.0,74.0,0.42,7.05,2.26,2.31,1.0,1.54,2.26,2.96,3.48,3.88,5.53
570,230311,0,6,22,810,6,3,83,173693,2,12,64914366140459.56,62477550800399.73,487.55,60.35,2.14,530.0,532.09,266.92,0.97,0.99,184.0,675375990.68,83196.15,632.6,0.37,0.47,148.18,4.0,12.0,51.0,83.0,83.0,0.19,5.8,1.76,1.86,0.88,1.22,1.76,2.28,3.01,3.61,4.58
571,139544,66,4,12,1403,9,4,491,184107,2,7,68422712935223.72,67617211322318.95,492.64,62.9,1.19,47.91,49.1,11.98,0.99,1.0,187.08,273376793.5,0.0,23.92,0.48,0.6,10.93,2.0,7.0,41.0,75.0,75.0,0.27,5.69,1.74,1.79,0.75,1.24,1.74,2.21,2.62,3.01,4.34
572,48687,20,2,1,1256,9,3,676,46349,6,3,75319149923207.98,77336809720740.69,346.89,61.69,0.84,67.35,68.19,33.7,0.98,0.95,151.0,319805870.21,4572.83,33.7,0.64,0.83,30.32,1.0,3.0,29.0,54.0,54.0,1.1,7.81,4.18,4.16,1.54,2.89,4.18,5.45,6.1,6.61,7.2
573,174902,7,1,13,1625,8,6,443,21301,4,5,67942463101318.4,71407070688364.2,274.82,67.4,0.52,115.47,115.99,57.74,0.95,0.99,158.0,345002782.66,6527.57,57.73,0.36,0.4,47.73,1.0,5.0,41.0,68.0,68.0,0.48,7.44,2.81,2.83,1.18,1.87,2.81,3.74,4.34,4.65,5.56
574,97660,57,1,18,283,4,4,360,231010,7,3,75542240103543.55,80012593469009.39,184.99,59.9,0.86,26.89,27.74,13.44,0.98,1.0,160.0,206585591.22,2.46,13.47,0.6,0.86,12.44,1.0,3.0,47.0,75.0,75.0,1.1,10.08,4.81,4.79,1.84,3.28,4.81,6.32,7.13,7.7,8.39
575,96201,44,3,3,773,4,5,219,204540,3,12,61641376791866.98,69591103879756.81,306.8,53.87,1.39,145.94,147.33,18.24,0.98,0.98,205.0,328925828.21,10.6,73.02,0.56,0.71,16.33,4.0,12.0,32.0,68.0,68.0,0.26,5.66,2.29,2.3,0.93,1.55,2.29,3.02,3.52,3.79,4.3
576,198684,41,21,22,1358,4,7,797,117742,4,12,60183145400660.32,58621975230798.51,267.91,68.11,1.44,157.86,159.18,19.74,1.0,1.0,247.0,329393836.67,13.34,78.95,0.58,0.65,17.62,4.0,12.0,50.0,100.0,100.0,0.31,6.21,2.92,2.91,1.19,1.95,2.92,3.88,4.5,4.82,5.27
577,99002,47,1,2,1632,1,5,52,4471,9,14,63623622397126.2,53453892313113.37,283.73,56.11,1.06,169.09,170.3,16.92,0.96,0.97,195.0,326662455.34,29.32,84.55,0.51,0.67,15.26,5.0,14.0,30.0,61.0,61.0,0.41,12.02,6.12,6.07,2.62,3.91,6.12,8.24,9.53,10.14,10.95
578,142146,29,18,13,2620,5,3,169,155044,8,14,58731762507327.89,55357667968891.99,398.19,64.58,1.31,53.51,54.85,26.78,1.0,0.99,222.08,290823855.57,20.92,133.81,0.62,0.79,23.67,5.0,14.0,42.0,86.0,86.0,0.4,10.93,5.36,5.43,2.31,3.56,5.36,7.28,8.59,9.21,10.02
579,195315,69,22,4,4847,4,1,689,57749,6,3,61844922473847.95,74111294735844.47,302.36,64.95,0.7,22.29,22.98,11.14,1.0,0.99,211.0,217650251.22,1.84,11.14,0.58,0.69,9.99,1.0,3.0,32.0,78.0,78.0,1.03,7.53,4.07,4.05,1.54,2.77,4.07,5.34,6.06,6.41,7.08
580,117744,84,12,19,178,6,9,232,215672,7,9,67574068439874.05,63591380566924.38,339.76,48.35,0.96,59.01,59.97,9.84,1.0,1.0,207.09,266368003.4,16.78,29.56,0.53,0.66,8.9,3.0,9.0,47.0,86.0,86.0,0.44,10.81,4.89,4.86,2.03,3.21,4.89,6.51,7.53,8.02,8.86
581,175952,35,15,6,2640,6,4,982,252736,1,12,75031333967452.95,62090484310441.41,348.97,69.0,1.9,181.05,182.96,22.65,1.0,0.99,229.0,372903849.44,15.33,90.62,0.57,0.82,20.59,4.0,12.0,34.0,78.0,78.0,0.27,5.93,2.03,2.08,0.82,1.47,2.03,2.6,3.1,3.47,4.4
582,49988,52,7,4,880,6,4,770,113183,9,9,73546574463106.11,69238609458953.0,381.03,68.54,1.36,93.25,94.61,15.54,1.0,0.99,204.11,321226854.6,10.83,46.74,0.57,0.98,13.74,3.0,9.0,33.0,71.0,71.0,0.57,11.92,5.84,5.92,2.55,3.84,5.84,8.03,9.37,9.99,10.85
583,36851,88,1,3,1187,6,6,126,225694,5,12,78179761035185.08,68448423218056.23,198.11,61.03,1.2,38.13,39.33,9.53,0.98,0.99,167.0,261433299.89,13315.25,38.18,0.51,0.6,8.8,4.0,12.0,31.0,58.0,58.0,0.38,7.25,3.57,3.58,1.46,2.4,3.57,4.76,5.53,5.92,6.47
584,91028,87,11,12,2169,8,2,238,251576,5,14,55071904553292.46,64957824025990.76,512.66,56.99,1.18,39.06,40.2,9.75,1.0,0.99,199.0,260503500.92,9866.63,48.77,0.55,0.71,8.87,5.0,14.0,40.0,76.0,76.0,0.29,8.99,3.64,3.65,1.54,2.41,3.64,4.85,5.65,6.08,6.97
585,196035,13,8,2,2091,6,1,445,30764,8,11,60586299881830.18,65324438771933.6,338.48,68.81,0.97,102.85,103.79,51.4,0.99,0.96,177.0,328354203.27,4659.47,153.89,0.45,0.63,46.94,3.0,11.0,30.0,61.0,61.0,0.46,11.17,5.32,5.35,2.27,3.52,5.32,7.2,8.43,9.0,9.8
586,178491,46,2,1,2515,6,4,345,5421,3,7,79120536361669.23,78829567057268.28,329.46,66.89,1.0,101.19,102.19,16.86,0.98,0.95,167.0,325335340.36,6103.52,50.59,0.74,0.89,15.52,3.0,7.0,29.0,56.0,56.0,0.35,5.41,2.22,2.22,0.89,1.51,2.22,2.92,3.39,3.63,4.06
587,238385,72,4,18,1756,4,7,60,6991,1,11,65280235279359.11,66427460760211.88,217.65,62.56,1.62,68.14,69.69,11.34,0.99,1.0,193.0,320770519.89,0.0,34.07,0.43,0.53,10.35,3.0,11.0,46.0,80.0,80.0,0.33,5.39,1.91,1.94,0.72,1.39,1.91,2.42,2.85,3.14,3.88
588,126525,80,16,15,208,3,2,718,123891,9,12,67105355617895.57,72671692717466.14,387.6,66.57,1.0,41.54,42.54,10.38,1.0,0.99,212.0,281630628.8,0.0,41.48,0.46,0.62,9.24,4.0,12.0,43.0,84.0,84.0,0.39,11.85,6.19,6.06,2.55,3.97,6.19,8.17,9.41,9.96,10.72
589,161452,6,13,22,898,2,1,142,189834,5,4,56780758291017.32,66186131215860.73,270.84,68.78,0.6,89.9,90.5,44.96,1.0,1.0,197.0,341864115.96,7065.28,44.94,0.43,0.53,39.27,1.0,4.0,51.0,91.0,91.0,0.61,7.54,3.58,3.52,1.36,2.41,3.58,4.64,5.24,5.6,6.1
590,65874,37,1,23,3945,5,6,146,221265,3,13,66181160875793.32,60879609523114.38,222.54,67.4,1.96,83.67,85.63,20.92,0.96,1.0,168.17,293376268.91,28.75,83.62,0.48,0.56,18.17,4.0,13.0,51.0,78.0,78.0,0.24,5.91,2.27,2.28,0.92,1.55,2.27,2.99,3.48,3.73,4.25
591,133563,13,8,3,4594,8,7,814,27321,4,6,69066391499886.15,74015121825756.83,234.71,67.94,1.01,191.09,192.05,47.81,0.99,0.97,182.0,364090029.59,0.0,95.6,0.59,0.71,39.85,2.0,6.0,31.0,65.0,65.0,0.42,5.46,2.78,2.77,1.11,1.86,2.78,3.69,4.25,4.54,4.91
592,154233,20,9,16,4772,6,9,118,44388,3,9,74872740514526.16,75296638325872.64,196.69,69.71,1.01,201.92,202.85,33.67,0.99,0.99,210.0,344662889.02,7445.51,100.97,0.54,0.64,30.27,3.0,9.0,45.0,85.0,85.0,0.29,5.05,2.23,2.22,0.88,1.52,2.23,2.92,3.38,3.61,4.0
593,244042,97,2,1,1202,3,8,73,85583,7,13,65094895872196.88,59077352582168.91,467.09,61.01,0.92,70.49,71.41,8.81,0.99,0.96,195.0,290261017.48,6.6,35.25,0.48,0.57,8.0,4.0,13.0,29.0,62.0,62.0,0.39,9.82,4.82,4.81,2.01,3.18,4.82,6.45,7.49,7.98,8.67
594,99761,91,9,5,1511,6,7,876,238066,7,10,81813494719266.7,60156267095941.3,394.1,60.91,0.88,55.21,56.08,9.2,1.0,0.99,203.0,273871273.44,4.85,27.61,0.47,0.53,8.58,3.0,10.0,33.0,71.0,71.0,0.46,9.22,4.73,4.74,1.99,3.1,4.73,6.38,7.43,7.91,8.56
595,108183,35,19,14,499,9,1,724,230000,3,5,60806428546636.91,57066553782472.26,238.76,61.33,0.65,43.32,43.97,21.66,1.0,0.99,204.0,267490160.0,0.0,21.66,0.37,0.4,19.45,1.0,5.0,42.0,85.0,85.0,0.4,5.33,2.2,2.19,0.86,1.49,2.2,2.88,3.31,3.54,3.95
596,181196,74,18,9,4950,2,2,92,59340,9,7,79375745569181.98,78481841808123.45,311.72,66.28,1.33,43.97,45.29,10.99,1.0,0.99,213.0,275008753.76,0.0,32.91,0.64,1.14,9.73,3.0,7.0,37.0,80.0,80.0,0.68,11.45,6.19,6.04,2.55,3.89,6.19,8.18,9.35,9.88,10.6
597,98747,9,20,23,3580,7,6,506,76666,7,8,73487673758443.55,76130436153346.98,336.41,70.35,0.85,258.58,259.43,64.73,1.0,1.0,232.0,374339503.13,19967.84,193.9,0.65,0.76,53.5,3.0,8.0,52.0,101.0,101.0,0.47,9.04,4.59,4.62,1.95,3.02,4.59,6.23,7.25,7.73,8.38
598,135450,0,21,14,1378,9,7,398,170101,5,8,59113123676867.38,54367447561980.96,537.71,69.51,0.49,758.65,759.11,228.06,0.99,0.99,231.0,668823675.02,27689.31,379.98,0.32,0.35,149.93,2.0,8.0,42.0,90.0,90.0,0.3,6.49,3.27,3.28,1.4,2.14,3.27,4.44,5.16,5.49,5.93
599,239092,50,1,18,2242,6,3,29,31743,7,14,67937635261305.09,64604322411328.74,332.8,61.25,0.85,32.45,33.31,16.23,0.97,0.99,159.0,256552823.2,2345.25,64.93,0.47,0.53,13.85,4.0,14.0,46.0,71.0,71.0,0.35,9.55,4.61,4.67,2.04,3.0,4.61,6.35,7.45,7.96,8.67
600,54937,91,21,11,1842,6,4,904,60631,7,8,67002149318083.87,65204097042095.58,314.14,67.5,0.58,35.74,36.32,8.94,1.0,0.99,243.08,260286280.74,2.69,17.87,0.39,0.45,8.34,2.0,8.0,40.0,92.0,92.0,0.49,9.59,4.68,4.71,2.0,3.05,4.68,6.38,7.4,7.87,8.52
601,116244,35,18,1,4407,1,4,909,149419,1,12,59203115909692.9,56660325286280.81,272.15,70.08,2.02,180.3,182.32,22.54,1.0,0.94,250.08,360503684.7,6078.7,90.15,0.55,0.74,19.4,4.0,12.0,30.0,81.0,81.0,0.25,5.6,1.91,1.96,0.77,1.38,1.91,2.45,2.92,3.29,4.13
602,242187,45,16,14,944,4,7,812,143931,2,9,70654544933916.25,72984275671348.4,248.43,67.76,1.46,106.02,107.4,17.68,0.96,0.99,219.0,358215724.73,0.0,53.01,0.56,0.77,15.92,3.0,9.0,42.0,85.0,85.0,0.37,5.74,1.94,1.99,0.8,1.4,1.94,2.46,2.95,3.39,4.46
603,257111,20,4,10,2584,2,4,784,27564,8,13,60684008034539.59,69391770933944.72,483.54,57.8,1.26,293.88,295.01,36.76,0.98,0.99,197.08,365947731.72,18965.26,183.48,0.66,0.79,33.75,5.0,13.0,38.0,71.0,71.0,0.39,11.84,5.43,5.43,2.36,3.51,5.43,7.34,8.57,9.18,10.11
604,101819,86,5,19,2115,2,7,458,201328,8,10,63309755618636.8,65665143341284.56,391.7,62.02,1.21,77.22,78.43,9.65,0.99,1.0,201.0,318806749.4,0.0,38.61,0.64,0.93,8.85,4.0,10.0,48.0,84.0,84.0,0.52,10.54,5.24,5.29,2.29,3.4,5.24,7.19,8.41,8.96,9.7
605,209668,36,17,20,3380,9,8,963,58963,7,8,71379585685133.81,62152265504132.34,422.82,62.88,0.98,129.82,130.8,21.64,1.0,1.0,217.0,365418942.18,11.38,64.87,0.69,0.81,18.44,3.0,8.0,48.0,91.0,91.0,0.52,9.41,4.68,4.72,1.99,3.09,4.68,6.35,7.41,7.91,8.59
606,20520,32,4,1,2012,7,9,478,212903,4,6,64062701117971.05,72166260847900.48,325.56,58.51,1.0,93.01,94.01,23.27,0.99,0.95,182.15,313866330.93,5611.11,46.53,0.56,0.71,20.63,2.0,6.0,30.0,63.0,63.0,0.4,5.45,2.86,2.84,1.1,1.95,2.86,3.74,4.29,4.56,4.94
607,236919,55,5,6,3117,7,1,436,172424,6,14,77857323370429.56,79675001410984.61,319.97,67.01,1.02,29.46,30.48,14.74,1.0,0.99,171.0,262945114.68,30615.57,73.75,0.57,0.69,13.67,5.0,14.0,34.0,62.0,62.0,0.36,8.72,4.13,4.15,1.77,2.7,4.13,5.59,6.53,6.98,7.6
608,41215,11,14,14,1561,5,4,538,77396,1,9,62985457628170.78,55664668434489.76,453.72,52.11,1.61,339.16,340.77,56.69,0.99,0.99,213.0,436146179.42,18511.65,169.64,0.55,0.75,47.99,3.0,9.0,42.0,83.0,83.0,0.31,5.15,1.75,1.78,0.68,1.27,1.75,2.23,2.62,2.88,3.73
609,78697,66,15,18,2990,2,2,881,116671,4,12,72702783594656.52,70360230989150.51,393.23,61.71,1.12,49.06,50.18,12.26,1.0,1.0,209.0,279722037.34,14.85,49.04,0.48,0.56,11.52,4.0,12.0,46.0,86.0,86.0,0.31,6.15,2.95,2.93,1.17,1.98,2.95,3.88,4.46,4.75,5.21
610,158964,98,14,21,3261,5,8,27,94705,6,7,50550427049875.09,45527601471681.36,488.99,55.82,0.67,33.41,34.08,8.35,1.0,1.0,189.23,227058931.35,2.58,16.7,0.44,0.51,7.67,2.0,7.0,45.23,83.08,83.08,0.51,8.17,4.0,4.02,1.7,2.61,4.0,5.43,6.31,6.71,7.29
611,179238,81,9,6,698,6,8,917,208365,3,13,59370141875453.41,57212723226235.79,534.64,69.38,1.99,82.52,84.51,10.32,1.0,0.99,228.0,314650750.64,6.18,41.31,0.47,0.57,9.34,4.0,13.0,35.0,78.0,78.0,0.27,5.78,2.31,2.31,0.92,1.58,2.31,3.03,3.52,3.78,4.22
612,71918,75,17,10,296,4,5,434,67230,7,3,67838875843988.61,61930441766416.69,277.15,66.35,0.65,20.75,21.42,10.37,1.0,1.0,208.0,212277645.52,0.0,10.37,0.5,0.66,9.66,1.0,3.0,39.0,83.0,83.0,1.1,8.83,4.94,4.82,1.82,3.3,4.94,6.37,7.09,7.53,8.22
613,125215,2,22,5,924,1,6,13,260963,7,7,76529159019955.84,62357580157825.1,389.68,59.19,0.92,468.36,469.28,119.59,0.99,0.98,237.0,460143882.41,26517.03,346.98,0.68,0.86,83.0,3.0,7.0,34.0,84.0,84.0,0.5,11.08,4.78,4.75,2.04,3.07,4.78,6.41,7.42,7.92,8.95
614,226099,99,1,1,2663,3,6,157,5989,4,6,72646335662750.02,66719175001386.32,334.38,64.79,0.96,32.75,33.65,8.17,0.98,0.97,161.0,204800293.4,4630.51,16.35,0.49,0.62,7.69,2.0,6.0,29.0,55.0,55.0,0.43,7.19,2.88,2.88,1.18,1.92,2.88,3.81,4.39,4.68,5.58
615,49445,86,13,5,2703,4,2,152,84444,9,14,58577454724155.08,53620010669888.28,261.09,48.33,1.06,39.25,40.31,9.81,0.91,0.9,186.36,255552923.57,0.0,39.38,0.45,0.63,8.92,4.0,14.0,30.0,65.45,65.45,0.46,11.91,6.02,6.04,2.6,3.9,6.02,8.2,9.55,10.17,10.98
616,194976,70,19,5,2769,1,8,601,29963,8,3,73374866404149.06,58897491679266.92,277.58,64.7,0.85,21.62,22.48,10.81,1.0,0.99,202.1,207197406.21,2.15,10.84,0.56,0.78,9.96,1.0,3.0,33.0,75.0,75.0,1.25,13.29,5.57,5.53,2.24,3.69,5.57,7.29,8.22,9.05,10.44
617,80405,86,16,4,790,7,6,108,166538,1,13,67212026314195.59,72764250732838.22,467.02,62.56,2.42,39.2,41.62,9.8,1.0,0.99,213.0,286154235.87,16.47,49.08,0.58,0.77,8.99,5.0,13.0,32.0,74.0,74.0,0.32,6.99,2.0,2.09,0.9,1.44,2.0,2.57,3.15,3.69,5.1
618,117941,97,10,16,3319,2,1,447,66588,3,4,64067668905017.53,73906293820025.02,323.99,61.5,1.37,15.9,17.3,7.96,1.0,1.0,188.0,207040265.5,0.0,15.93,0.73,0.97,7.4,2.0,4.0,45.0,82.0,82.0,0.44,4.33,2.2,2.18,0.82,1.51,2.2,2.86,3.24,3.45,3.7
619,100619,49,4,12,3177,4,5,532,36871,2,11,53775516183865.66,67732833345413.92,275.48,69.4,1.93,129.85,131.67,16.24,0.99,0.99,203.0,342493825.31,20.67,64.92,0.59,0.82,14.47,4.0,11.0,41.0,77.0,77.0,0.3,5.52,1.95,1.98,0.76,1.41,1.95,2.49,2.94,3.24,4.07
620,64322,87,9,6,1272,4,1,941,59809,7,13,72622153934635.64,77990850457779.39,249.74,57.46,0.85,18.96,19.83,9.48,1.0,0.99,194.0,257129579.14,7.84,47.32,0.57,0.67,8.47,5.0,13.0,35.0,71.0,71.0,0.39,9.73,4.89,4.86,2.03,3.21,4.89,6.54,7.55,8.03,8.72
621,40071,24,23,21,1710,7,6,691,89602,3,9,79396302068122.75,77696715910548.39,336.59,63.32,1.69,125.32,127.01,31.34,1.0,1.0,230.17,329063548.53,16893.88,93.94,0.6,0.71,27.32,3.0,9.0,49.0,98.0,98.0,0.32,5.22,2.22,2.22,0.89,1.5,2.22,2.94,3.4,3.65,4.04
622,47279,69,13,12,2161,7,9,607,152181,3,8,65808118579108.81,59350405711322.37,533.65,51.32,1.07,70.36,71.42,11.73,1.0,0.99,205.08,322289233.32,12.47,35.23,0.62,0.71,10.43,3.0,8.0,40.0,79.0,79.0,0.29,5.69,2.24,2.25,0.91,1.52,2.24,2.95,3.43,3.69,4.39
623,44210,32,20,7,4724,3,7,201,217517,5,14,61879519670475.7,50782744738294.31,401.85,69.31,1.06,239.56,240.61,24.01,1.0,0.99,252.0,376227237.78,17070.54,119.78,0.54,0.65,21.25,5.0,14.0,35.0,86.0,86.0,0.27,7.07,3.57,3.54,1.46,2.37,3.57,4.72,5.46,5.82,6.33
624,99592,41,11,20,2322,1,8,147,79840,6,13,56789631353022.7,66091900561733.4,477.67,47.15,0.96,195.77,196.73,19.6,1.0,1.0,232.0,361369011.72,10729.86,97.96,0.64,0.74,17.05,5.0,13.0,49.0,93.0,93.0,0.37,10.88,4.29,4.3,1.86,2.81,4.29,5.73,6.71,7.23,8.6
625,198779,49,12,19,1346,5,7,863,126916,5,12,57650306717868.56,57772188390048.7,417.26,46.39,0.94,132.43,133.37,16.56,1.0,1.0,232.0,332844289.54,20.74,66.22,0.56,0.68,14.7,4.0,12.0,48.0,92.0,92.0,0.31,7.09,3.5,3.5,1.45,2.32,3.5,4.67,5.44,5.82,6.34
